,Unique Probes,Total Entries,Match
1_NIN_WAS_-,10387,10387,True
1_KDM6B_+,9820,9820,True
1_IFNG_SYNC_-,8389,8389,True
2_IFNG_SYNC_-,8217,8217,True
1_MIA_NES_RAN_+,10163,10163,True
2_MIA_NES_RAN_+,10213,10213,True
3_MIA_NES_RAN_+,10136,10136,True
4_MIA_NES_RAN_+,10092,10092,True
5_MIA_NES_RAN_+,10141,10141,True
6_MIA_NES_RAN_+,10083,10083,True
7_MIA_NES_RAN_+,10129,10129,True
1_KEL_LAT_WAS_+,9620,9620,True
2_KEL_LAT_WAS_+,9596,9596,True
3_KEL_LAT_WAS_+,9604,9604,True
4_KEL_LAT_WAS_+,9674,9674,True
5_KEL_LAT_WAS_+,9702,9702,True
1_GATA3_+,9929,9929,True
1_RASSF1_+,10395,10395,True
1_LMNA_-,9376,9376,True
2_LMNA_-,9315,9315,True
1_LARGE_-,10877,29261,False
2_LARGE_-,10870,29262,False
1_RORA_-,10401,10401,True
2_RORA_-,10467,10467,True
1_DICER1_+,10851,20462,False
1_GALNT7_IMPACT_-,10582,10582,True
2_GALNT7_IMPACT_-,10585,10585,True
3_GALNT7_IMPACT_-,10589,10589,True
10_NUCKS1_+,10453,10453,True
1_NUCKS1_+,10417,10417,True
2_NUCKS1_+,10477,10477,True
3_NUCKS1_+,10440,10440,True
4_NUCKS1_+,10449,10449,True
5_NUCKS1_+,10478,10478,True
6_NUCKS1_+,10480,10480,True
7_NUCKS1_+,10437,10437,True
8_NUCKS1_+,10459,10459,True
9_NUCKS1_+,10494,10494,True
1_ETV1_-,10363,10363,True
2_ETV1_-,10350,10350,True
3_ETV1_-,10332,10332,True
4_ETV1_-,10360,10360,True
1_ZEB2_-,10652,10652,True
1_BMP4_+,9509,9509,True
1_BACH1_-,9199,9199,True
2_BACH1_-,9227,9227,True
3_BACH1_-,9213,9213,True
4_BACH1_-,9321,9321,True
5_BACH1_-,9321,9321,True
6_BACH1_-,9277,9277,True
1_DEGS1_-,10425,10425,True
2_SPTLC1_-,10414,10414,True
1_GALT_+,9865,9865,True
1_BRE_TES_+,9758,9758,True
2_BRE_TES_+,9821,9821,True
3_BRE_TES_+,9738,9738,True
2_CD34_+,10481,10481,True
1_ANG_-,10509,10509,True
2_ANG_-,10509,10509,True
1_LGALS3_+,10631,10631,True
2_LGALS3_+,10641,10641,True
3_LGALS3_+,10649,10649,True
4_LGALS3_+,10620,10620,True
5_LGALS3_+,10628,10628,True
1_SMAD4_+,10436,10436,True
2_SMAD4_+,10425,10425,True
3_SMAD4_+,10430,10430,True
1_SIRT6_+,9589,9589,True
2_SIRT6_+,9588,9588,True
3_SIRT6_+,9585,9585,True
4_SIRT6_+,9623,9623,True
5_SIRT6_+,9607,9607,True
6_SIRT6_+,9582,9582,True
1_RELA_+,10879,31747,False
1_ATM_CIT_SET_+,10430,10430,True
2_ATM_CIT_SET_+,10413,10413,True
3_ATM_CIT_SET_+,10431,10431,True
1_PDGFRB_+,10433,10433,True
1_NFIB_-,10080,10080,True
1_KEL_RAN_WAS_-,9579,9579,True
2_KEL_RAN_WAS_-,9623,9623,True
3_KEL_RAN_WAS_-,9649,9649,True
1_INS_TOX_-,10085,10085,True
2_INS_TOX_-,10088,10088,True
3_INS_TOX_-,10118,10118,True
4_INS_TOX_-,10104,10104,True
5_INS_TOX_-,10114,10114,True
6_INS_TOX_-,10132,10132,True
1_CAPS_+,10215,10215,True
1_HNF4A_-,9123,9123,True
1_SCRIB_+,10911,21212,False
2_SCRIB_+,10912,21301,False
1_RAP1A_-,7158,7158,True
1_IRF7_+,10161,10161,True
2_IRF7_+,9991,9991,True
3_IRF7_+,10275,10275,True
4_IRF7_+,10315,10315,True
5_IRF7_+,10332,10332,True
6_IRF7_+,10118,10118,True
7_IRF7_+,10101,10101,True
8_IRF7_+,10101,10101,True
9_IRF7_+,10121,10121,True
1_SHH_+,10234,10234,True
1_CYR61_+,10224,10224,True
1_CUTA_-,10151,10151,True
7_IMPACT_+,10406,10406,True
8_IMPACT_+,10348,10348,True
1_RUNX1_+,10542,19922,False
2_RUNX1_+,10525,19940,False
1_ADO_NES_-,10100,10100,True
2_ADO_NES_-,10104,10104,True
3_ADO_NES_-,10057,10057,True
4_ADO_NES_-,10089,10089,True
5_ADO_NES_-,10076,10076,True
1_BRE_RAN_+,10327,10327,True
2_BRE_RAN_+,10296,10296,True
3_BRE_RAN_+,10300,10300,True
4_BRE_RAN_+,10091,10091,True
5_BRE_RAN_+,10308,10308,True
6_BRE_RAN_+,10314,10314,True
7_BRE_RAN_+,10088,10088,True
1_LAT_-,10862,20582,False
1_MICE_RAF1_+,10487,10487,True
2_MICE_RAF1_+,10548,10548,True
3_MICE_RAF1_+,10542,10542,True
4_MICE_RAF1_+,10541,10541,True
1_EPOR_PLAT_+,9214,9214,True
1_POR_+,10599,10599,True
2_POR_+,10586,10586,True
3_POR_+,10603,10603,True
4_POR_+,10590,10590,True
5_POR_+,10588,10588,True
1_IDUA_KLF9_MICE_TRIO_-,5545,5545,True
2_KLF9_-,5791,5791,True
3_IDUA_KLF9_MICE_TRIO_-,5830,5830,True
4_KLF9_-,6004,6004,True
1_JMJD6_-,10410,10410,True
2_JMJD6_-,10496,10496,True
3_JMJD6_-,10492,10492,True
4_JMJD6_-,10423,10423,True
5_JMJD6_-,10597,10597,True
6_JMJD6_-,10597,10597,True
7_JMJD6_-,10591,10591,True
1_CDK8_-,10290,10290,True
2_CDK8_-,10274,10274,True
3_CDK19_-,10299,10299,True
4_CDK19_-,10287,10287,True
1_ARC_-,5902,5902,True
1_BCL2L11_+,10460,10460,True
2_BCL2L11_+,10410,10410,True
1_ACE_BRE_NES_WAS_+,10295,10295,True
2_ACE_BRE_NES_WAS_+,10305,10305,True
3_MICE_+,10565,16762,False
4_MICE_+,10624,17030,False
5_MICE_+,10632,16808,False
1_ZMIZ1_-,10262,10262,True
1_TAT_+,10897,20771,False
1_ZNF750_+,10526,10526,True
2_ZNF750_+,10468,10468,True
1_KLF2_-,10448,10448,True
1_CHIA_TLR3_+,10461,10461,True
1_LAT_TAT_WAS_+,10310,10310,True
3_ERG_-,10420,10420,True
1_ELK1_-,10299,10299,True
2_ELK1_-,10299,10299,True
1_PHIP_+,9767,9767,True
2_PHIP_+,9738,9738,True
3_PHIP_+,9767,9767,True
4_PHIP_+,9753,9753,True
5_PHIP_+,9755,9755,True
6_PHIP_+,9723,9723,True
7_PHIP_+,9750,9750,True
8_PHIP_+,9735,9735,True
9_PHIP_+,9716,9716,True
1_SOX11_+,10026,10026,True
1_IFNGR1_IFNGR2_-,8953,8953,True
2_IFNGR1_IFNGR2_-,8673,8673,True
3_IFNGR1_IFNGR2_-,8954,8954,True
4_IFNGR1_IFNGR2_-,8983,8983,True
5_IFNGR1_IFNGR2_-,8823,8823,True
1_SELE_-,4255,4255,True
1_ENDOG_+,10640,10640,True
2_ENDOG_+,10632,10632,True
3_ENDOG_+,10565,10565,True
4_ENDOG_+,10617,10617,True
5_ENDOG_+,10612,10612,True
1_SOCS3_STAT3_TRIB1_-,10035,10035,True
2_SOCS3_STAT3_TRIB1_-,10052,10052,True
1_TMEM209_-,9836,9836,True
1_FER_MAG_NES_RAN_TRO_+,10390,10390,True
1_S100PBP_-,9753,9753,True
1_S100PBP_+,9923,9923,True
1_RELA_RORA_-,10092,10092,True
2_RELA_RORA_-,10042,10042,True
3_RELA_RORA_-,10054,10054,True
1_NES_-,10815,27451,False
2_NES_-,10108,17177,False
3_NES_-,10100,17199,False
1_GSK3B_-,10499,10499,True
1_CCL28_-,9009,16129,False
1_STAT5B_+,10376,10376,True
2_STAT5B_+,10376,10376,True
1_ZNF217_+,10551,10551,True
1_HMGA1_-,10585,10585,True
1_IL2RG_+,8091,8091,True
2_IL2RG_+,8200,8200,True
1_SIN3A_-,10659,10659,True
2_SIN3A_-,10659,10659,True
3_SIN3A_-,10610,10610,True
1_MINA_+,10555,10555,True
2_MINA_+,10570,10570,True
1_FRY_+,8787,8787,True
1_MUT_WAS_-,8968,8968,True
1_Sw480-siBcat-vs-GFP_+,10583,10583,True
1_ACSL4_+,10563,10563,True
2_ACSL4_+,10656,10656,True
3_ACSL4_+,10544,10544,True
6_EZH2_-,10036,10036,True
1_WAS_-,10171,10171,True
1_F10_+,10455,10455,True
1_FGFR3_-,10376,10376,True
2_FGFR3_-,10388,10388,True
3_FGFR3_-,10373,10373,True
4_FGFR3_-,10386,10386,True
5_FGFR3_-,10379,10379,True
6_FGFR3_-,10372,10372,True
1_KDM4C_+,10460,10460,True
2_KDM4C_+,10551,10551,True
3_KDM4C_+,10480,10480,True
4_KDM4C_+,10567,10567,True
5_KDM4C_+,10537,10537,True
1_RNF43_+,10486,10486,True
1_REST_-,10658,10658,True
1_RBP2_-,9877,9877,True
2_RBP2_-,9910,9910,True
1_HCT116-vs-CACO2_+,10587,10587,True
2_SW480-vs-CACO2_+,10593,10593,True
1_PRR15_+,10320,10320,True
1_ANG_ATM_MPL_RAN_TAT_WAS_+,10570,10570,True
2_ANG_ATM_MPL_RAN_TAT_WAS_+,10560,10560,True
1_IDH1_-,10823,20083,False
2_IDH1_-,10826,20069,False
3_IDH1_-,10831,20053,False
4_ZEB1_-,9631,9631,True
5_ZEB1_-,9592,9592,True
6_ZEB1_-,9586,9586,True
7_ZEB1_-,9608,9608,True
1_BRAF_KRAS_MICE_+,10778,20854,False
2_BRAF_KRAS_MICE_+,10778,20861,False
3_BRAF_KRAS_MICE_+,10374,10374,True
4_BRAF_KRAS_MICE_+,10362,10362,True
5_BRAF_KRAS_MICE_+,10395,10395,True
1_ACR_FER_NSF_RAN_REN_WAS_+,9536,9536,True
2_ACR_+,10730,19964,False
3_ACR_FER_NSF_RAN_REN_WAS_+,9081,9081,True
4_ACR_FER_NSF_RAN_REN_WAS_+,9021,9021,True
5_ACR_FER_NSF_RAN_REN_WAS_+,9019,9019,True
6_ACR_FER_NSF_RAN_REN_WAS_+,9060,9060,True
1_LITAF_+,10148,10148,True
2_LITAF_+,10113,10113,True
3_LITAF_+,10242,10242,True
4_LITAF_+,10281,10281,True
5_LITAF_+,10282,10282,True
6_LITAF_+,10234,10234,True
1_DLL4_+,10543,10543,True
1_CXCL1_CXCL3_+,8957,8957,True
1_INA_MET_TES_WAS_-,4558,4558,True
2_INA_MET_TES_WAS_-,5484,5484,True
1_THOC5_+,10124,10124,True
2_THOC5_+,10029,10029,True
1_EREG_+,9211,9211,True
2_EREG_+,9160,9160,True
3_EREG_+,9191,9191,True
1_NES_RAN_SET_-,9277,9277,True
2_NES_RAN_SET_-,9284,9284,True
3_NES_RAN_SET_-,9217,9217,True
4_NES_RAN_SET_-,9349,9349,True
1_PRL_+,10274,10274,True
1_FOXO3_+,10292,10292,True
2_FOXO3_+,10298,10298,True
2_DICER1_+,10250,10250,True
1_BCL2A1_+,9456,9456,True
2_BCL2A1_+,9496,9496,True
3_BCL2A1_+,9527,9527,True
4_BCL2A1_+,9469,9469,True
5_BCL2A1_+,9405,9405,True
6_BCL2A1_+,9431,9431,True
7_BCL2A1_+,9461,9461,True
8_BCL2A1_+,9452,9452,True
1_ORAI1_STIM1_+,6629,6629,True
2_ORAI1_STIM1_+,6441,6441,True
3_ORAI1_STIM1_+,6495,6495,True
4_ORAI1_STIM1_+,6612,6612,True
1_NNAT_+,10847,31183,False
2_NNAT_+,10790,20659,False
3_NNAT_+,10783,20715,False
1_ENG_NIN_REN_TES_WAS_+,9905,9905,True
1_ZEB1_+,10338,10338,True
2_ZEB1_+,10491,10491,True
3_ZEB1_+,10488,10488,True
1_KDM5A_-,10570,10570,True
3_ACR_+,10355,10355,True
4_ACR_+,10381,10381,True
5_ACR_+,10349,10349,True
6_ACR_+,10353,10353,True
1_ACE_CIT_INA_TES_TNF_TOX_+,4976,4976,True
2_ACE_CIT_INA_TES_TNF_TOX_+,5748,5748,True
3_ACE_CIT_INA_TES_TNF_TOX_+,5833,5833,True
1_HIPK2_-,10538,10538,True
2_MED19_-,10549,10549,True
1_EBP_SET_+,10167,10167,True
1_GAN_-,10484,10484,True
1_DLD1-siRNA-vs-mock_-,9663,9663,True
2_SW480-siRNA-Bcat-vs-mock_-,9641,9641,True
1_CD40_+,9825,9825,True
2_CD40_+,9803,9803,True
1_MAL_TRO_WAS_+,10040,10040,True
1_MFRP_TERT_+,10516,10516,True
1_NIN_+,10821,21010,False
1_STAT1_-,9906,9906,True
2_STAT1_-,9911,9911,True
3_TYK2_-,9901,9901,True
4_TYK2_-,9910,9910,True
5_STAT1_-,9892,9892,True
1_GRHL2_+,10626,20958,False
1_CIT_INA_NOG_RAN_WAS_-,7862,7862,True
2_CIT_INA_NOG_RAN_WAS_-,8143,8143,True
3_CIT_INA_NOG_RAN_WAS_-,8092,8092,True
4_CIT_INA_NOG_RAN_WAS_-,7718,7718,True
5_CIT_INA_NOG_RAN_WAS_-,8185,8185,True
1_HSF1_-,9547,9547,True
1_IDE_WAS_+,10124,10124,True
2_IDE_+,10394,13669,False
3_IDE_+,10428,13460,False
4_IDE_+,10150,10150,True
5_IDE_+,10098,10098,True
1_GNAL_+,9576,9576,True
2_GNAL_+,9556,9556,True
3_GNAL_+,9567,9567,True
4_GNAL_+,9541,9541,True
4_NES_-,9556,9556,True
5_NES_-,9581,9581,True
6_NES_-,9546,9546,True
7_NES_-,9546,9546,True
1_BRD7_+,10517,10517,True
2_BRD7_+,10522,10522,True
1_HIRA_-,8976,8976,True
1_ABO_FER_LIF_MET_NES_+,10570,10570,True
1_ACE_TAT_-,10268,10268,True
2_CCL28_-,8161,8161,True
4_PROC_+,10821,19824,False
5_PROC_+,10799,19765,False
1_PIK3CA_+,8985,8985,True
2_PIK3CA_+,8969,8969,True
1_CABIN1_-,8957,8957,True
2_HIRA_-,8961,8961,True
1_ZXDC_+,10346,10346,True
2_ZXDC_+,10305,10305,True
1_ATR_DYM_+,10583,10583,True
2_ATR_DYM_+,9387,9387,True
3_ATR_DYM_+,9413,9413,True
1_CD19_+,10170,10170,True
2_TNFRSF17_+,9925,9925,True
3_TNFRSF17_+,10225,10225,True
4_TNFRSF17_+,10316,10316,True
5_TNFRSF17_+,10201,10201,True
2_MALL_+,10228,10228,True
3_MALL_+,10112,10112,True
4_MALL_+,10199,10199,True
1_SOCS3_STAT1_+,10323,10323,True
1_EIF3A_-,9956,9956,True
1_BCL6_-,10065,10065,True
3_BCL6_-,10302,10302,True
1_MECP2_-,9019,9019,True
2_MECP2_-,9126,9126,True
3_MECP2_-,9022,9022,True
3_RUNX1_+,10170,10170,True
1_ATIC_SCAP_+,10425,10425,True
2_ATIC_SCAP_+,10353,10353,True
1_DUT_HDC_SET_+,10083,10083,True
1_DDX3X_-,10290,10290,True
2_DDX3X_-,10280,10280,True
1_PDE1C_-,10536,10536,True
2_PDE1C_-,10577,10577,True
3_PDE1C_-,10557,10557,True
1_CRTC1_-,9463,9463,True
1_Bcat-ET-vs-NET_-,10472,10472,True
1_CD44_+,10767,19177,False
1_PRELP_+,10556,10556,True
2_PRELP_+,10555,10555,True
3_PRELP_+,10541,10541,True
4_PRELP_+,10561,10561,True
5_PRELP_+,10573,10573,True
6_PRELP_+,10534,10534,True
7_PRELP_+,10508,10508,True
8_PRELP_+,10513,10513,True
1_FAS_LAT_NOV_NTS_TES_TNF_+,10540,10540,True
1_APP_MYC_UNG_WAS_+,10287,10287,True
2_APP_CAT_CEL_+,10425,10425,True
3_APP_CAT_CEL_+,10370,10370,True
1_TERC_-,4962,4962,True
2_TERC_-,5074,5074,True
1_EGFR_MICE_+,10473,10473,True
2_EGFR_MICE_+,10466,10466,True
3_EGFR_MICE_+,10475,10475,True
1_BRD9_+,10270,10270,True
1_EGFR_-,10734,10734,True
1_ERBB2_+,10550,10550,True
2_ERBB2_+,10529,10529,True
2_DPP3_+,9144,9144,True
1_STAT3_-,10283,10283,True
2_STAT3_-,10263,10263,True
3_STAT3_-,10268,10268,True
4_STAT3_-,10277,10277,True
5_STAT3_-,10266,10266,True
6_STAT3_-,10269,10269,True
7_STAT3_-,10292,10292,True
1_LLGL1_-,10495,10495,True
1_CD4_CD5_-,8599,8599,True
1_GNAL_SKP2_-,9886,9886,True
1_CDK8_CORT_+,10789,40974,False
1_RELB_-,10474,10474,True
2_RELB_-,10432,10432,True
1_L3MBTL1_-,10540,10540,True
1_TSPAN8_+,10408,10408,True
1_CCR7_PTEN_+,9927,9927,True
2_STOM_+,9733,9733,True
3_STOM_+,9755,9755,True
1_NTS_REN_+,10436,10436,True
1_BRE_INA_+,10508,10508,True
1_NTS_WAS_+,9289,9289,True
2_NTS_WAS_+,9518,9518,True
3_NTS_WAS_+,9436,9436,True
4_NTS_WAS_+,9880,9880,True
5_NTS_WAS_+,9734,9734,True
6_NTS_WAS_+,9811,9811,True
7_NTS_WAS_+,9722,9722,True
1_ABO_MET_+,5534,5534,True
1_CARF_+,4926,4926,True
2_CARF_+,5460,5460,True
3_CARF_+,4801,4801,True
1_SMARCA2_-,10549,10549,True
2_SMARCA2_-,10556,10556,True
1_NUPR1_+,10265,10265,True
2_NUPR1_+,10275,10275,True
3_NUPR1_+,10178,10178,True
4_NUPR1_+,10288,10288,True
1_TRIM24_-,10494,10494,True
2_TRIM24_-,10463,10463,True
3_TRIM24_-,10423,10423,True
2_TAT_+,10237,10237,True
3_TAT_+,10316,10316,True
1_YAP1_+,9700,9700,True
1_FER_IDE_MAL_POR_REN_TES_-,10487,10487,True
2_FER_IDE_MAL_POR_REN_TES_-,10650,10650,True
3_FER_IDE_MAL_POR_REN_TES_-,10559,10559,True
1_ACE_IDE_MOS_RAN_+,8469,8469,True
2_ACE_IDE_MOS_RAN_+,8462,8462,True
3_ACE_IDE_MOS_RAN_+,8504,8504,True
1_TCF12_+,10457,10457,True
1_ARC_NSF_RAN_WAS_+,10224,10224,True
1_CFTR_CHIA_-,10563,10563,True
1_ACR_MIA_+,7295,7295,True
3_SCRIB_+,10696,10696,True
1_BCL2_BRD4_CDK6_MICE_RELA_XIAP_+,6978,6978,True
2_BCL2_BRD4_CDK6_MICE_RELA_XIAP_+,6975,6975,True
1_BRE_+,10878,21142,False
1_XPA_+,10513,10513,True
2_XPA_+,10521,10521,True
1_STAR_+,10380,10380,True
2_STAR_+,10364,10364,True
1_GRAP_-,9448,9448,True
2_GRAP_-,9575,9575,True
1_ARC_MUT_RET_WAS_-,10442,10442,True
1_E2F1_-,10515,10515,True
2_E2F1_-,10524,10524,True
3_E2F1_-,10518,10518,True
4_E2F1_-,10528,10528,True
2_BRE_+,10483,10483,True
3_BRE_+,10514,10514,True
1_HGF_+,8990,8990,True
2_HGF_+,9057,9057,True
3_HGF_+,8980,8980,True
4_HGF_+,8959,8959,True
5_HGF_+,8926,8926,True
6_HGF_+,8962,8962,True
7_HGF_+,8979,8979,True
8_HGF_+,8978,8978,True
9_HGF_+,8993,8993,True
1_BID_+,10295,10295,True
1_PHB_-,10439,10439,True
1_COMP_MICE_+,10057,29052,False
2_COMP_MICE_+,9970,19359,False
1_GFAP_-,10523,10523,True
1_TES_WAS_+,9803,9803,True
1_APLNR_ENDOG_-,5846,5846,True
2_APLNR_ENDOG_-,5402,5402,True
3_APLNR_ENDOG_-,5623,5623,True
4_APLNR_ENDOG_-,5560,5560,True
1_KERA_-,10740,20655,False
2_KERA_-,10226,10226,True
3_KERA_-,10185,10185,True
4_KERA_-,10204,10204,True
5_KERA_-,10233,10233,True
6_KERA_-,10268,10268,True
7_KERA_-,10230,10230,True
8_KERA_-,10227,10227,True
1_CREB3L4_+,10070,10070,True
2_CREB3L4_+,9996,9996,True
1_TLR5_+,10513,10513,True
2_TLR5_+,10486,10486,True
3_TLR5_+,10442,10442,True
4_TLR5_+,10454,10454,True
5_TLR5_+,10460,10460,True
6_TLR5_+,10514,10514,True
7_TLR5_+,10509,10509,True
2_CD44_+,8664,8664,True
3_CD44_+,8651,8651,True
4_CD44_+,8607,8607,True
1_CRLF2_+,10147,10147,True
2_CRLF2_+,10193,10193,True
3_CRLF2_+,10197,10197,True
1_ATIC_-,10510,10510,True
2_ATIC_-,10544,10544,True
3_ATIC_-,10541,10541,True
4_ATIC_-,10543,10543,True
5_ATIC_-,10542,10542,True
6_ATIC_-,10588,10588,True
1_MUT_-,10713,18870,False
2_MUT_-,10266,10266,True
3_MUT_-,10283,10283,True
1_NOG_+,10829,20445,False
1_BMP2_MICE_+,10368,10368,True
2_BMP2_MICE_+,10537,10537,True
1_UHRF1_+,10559,10559,True
2_UHRF1_+,10531,10531,True
1_NOV_RAN_SET_TNF_+,5049,5049,True
1_PML_-,10549,10549,True
4_TNF_+,10454,10454,True
5_TNF_+,10419,10419,True
6_TNF_+,10433,10433,True
7_TNF_+,10437,10437,True
1_PROC_-,10344,10344,True
1_NOG_NTS_+,10211,10211,True
2_RELA_+,10219,10219,True
1_FER_LIF_MAL_SET_TRO_WAS_+,10512,10512,True
2_FER_LIF_MAL_SET_TRO_WAS_+,10527,10527,True
3_FER_LIF_MAL_SET_TRO_WAS_+,10590,10590,True
1_ACR_LAT_+,9660,9660,True
2_ACR_LAT_+,9685,9685,True
3_ACR_LAT_+,9654,9654,True
1_TNF_WAS_+,9991,9991,True
4_PLAT_+,9483,9483,True
1_PAX9_+,10084,10084,True
2_PAX9_+,10192,10192,True
3_PAX9_+,10159,10159,True
4_PAX9_+,10197,10197,True
5_PAX9_+,10204,10204,True
6_PAX9_+,10227,10227,True
1_YAP1_-,10389,10389,True
1_FLI1_-,10577,10577,True
2_FLI1_-,10576,10576,True
3_FLI1_-,10569,10569,True
4_FLI1_-,10636,10636,True
5_FLI1_-,10636,10636,True
6_FLI1_-,10624,10624,True
7_FLI1_-,10635,10635,True
1_GATA1_+,7709,7709,True
1_DAXX_-,10583,10583,True
1_PKIA_-,10504,10504,True
2_STAR_-,10475,10475,True
1_MALAT1_-,10554,10554,True
2_MALAT1_-,10536,10536,True
1_CAT_WAS_-,9882,9882,True
2_CAT_WAS_-,9894,9894,True
3_CAT_WAS_-,9933,9933,True
4_CAT_WAS_-,9896,9896,True
5_CAT_WAS_-,9911,9911,True
6_CAT_WAS_-,9905,9905,True
7_CAT_WAS_-,9896,9896,True
8_CAT_WAS_-,9910,9910,True
9_CAT_WAS_-,9887,9887,True
1_SCIN_+,10396,10396,True
1_CCR1_+,9988,9988,True
2_CCR1_+,9967,9967,True
1_NR4A2_NR4A3_+,8972,8972,True
2_NR4A2_NR4A3_+,8866,8866,True
3_NR4A2_NR4A3_+,8951,8951,True
4_NR4A2_NR4A3_+,8931,8931,True
5_NR4A2_NR4A3_+,8905,8905,True
1_MSC_SAG_-,9974,9974,True
2_MSC_SAG_-,10032,10032,True
2_NOG_+,10509,10509,True
3_NOG_+,10367,10367,True
4_NOG_+,10377,10377,True
1_MET_WAS_+,10580,10580,True
1_IL4_WAS_+,10346,10346,True
1_ESR1_-,10581,10581,True
2_ESR1_-,10572,10572,True
1_IRF1_+,10182,10182,True
2_IRF1_+,10283,10283,True
3_IRF1_+,10273,10273,True
4_IRF1_+,10276,10276,True
5_IRF1_+,10262,10262,True
2_COMP_PROC_+,10308,10308,True
1_SHPRH_+,10522,10522,True
1_ONECUT2_+,10318,19986,False
2_ONECUT2_+,10310,19970,False
3_ONECUT2_+,10303,20004,False
4_ONECUT2_+,10065,10065,True
1_CRIP1_+,10484,10484,True
2_CRIP1_+,10465,10465,True
3_CRIP1_+,10471,10471,True
4_CRIP1_+,10462,10462,True
5_CRIP1_+,10466,10466,True
1_ANG_IDS_REN_+,10315,10315,True
5_MYC_+,9893,9893,True
1_FOXO1_LARGE_+,10291,10291,True
2_FOXO1_LARGE_+,10286,10286,True
3_FOXO1_LARGE_+,10311,10311,True
4_FOXO1_LARGE_+,10291,10291,True
5_FOXO1_LARGE_+,10290,10290,True
6_FOXO1_LARGE_+,10315,10315,True
1_GNAL_MICE_SPP1_+,10585,10585,True
2_GNAL_MICE_SPP1_+,10590,10590,True
3_GNAL_MICE_SPP1_+,10615,10615,True
4_GNAL_MICE_SPP1_+,10557,10557,True
1_MICE_SPP1_+,10596,10596,True
1_RAN_TES_TRO_VIT_+,10253,10253,True
1_RAN_TRO_VIT_+,10247,10247,True
1_CD27_-,9409,9409,True
2_CD27_-,9451,9451,True
3_CD27_-,9463,9463,True
4_CD27_-,9463,9463,True
5_CD27_-,9486,9486,True
6_CD27_-,9509,9509,True
7_CD27_-,9469,9469,True
8_CD27_-,9453,9453,True
9_CD27_-,9467,9467,True
1_IDE_+,4238,4238,True
1_IL13RA2_+,10067,10067,True
2_IL13RA2_+,10271,10271,True
3_IL13RA2_+,10182,10182,True
4_IL13RA2_+,10147,10147,True
7_NOTHING_+,10031,10031,True
1_GPAM_-,10621,10621,True
2_GPAM_-,10608,10608,True
